Case,N_evts_total,N_signal,N_signal_err,N_background,N_background_err,N_non_prompt,N_non_prompt_err,chi_square_jpsi_mass,chi_square_jpsi_dl,chi_square_dstar,Zsb,Zsb_err,Zssb,Zssb_err,Z12,Z12_err
fit_root_files/Charmonium2017_HLT_Dimuon25_wspace,18276.0,5426.596226395645,73.66543440716036,12849.403773604354,113.35521061514709,451.01681054337166,21.23715636669306,1.0660332741560483,1.089207910550745,1.189311264190622,47.872490350880405,0.6833095500746412,40.14088412135391,0.4804180516124419,43.66709262764482,0.5683382050622798
